Generators,Mode,Cents,Closest 12 edo scale,Euclidean Distance
3 7 9 15,5,0 120 498 618 884 933,0 100 500 600 900 900,45.53
11 23 27 29,3,0 278 722 1000 1076 1123,0 300 700 1000 1100 1100,45.53
23 27 29 37,5,0 124 377 500 778 922,0 100 400 500 800 900,45.53
1 5 17 29,1,0 171 276 814 919 1090,0 200 300 800 900 1100,45.541
1 5 17 41,5,0 490 771 814 876 919,0 500 800 800 900 900,45.541
3 21 25 27,2,0 133 204 898 969 1102,0 100 200 900 1000 1100,45.541
3 29 39 41,4,0 86 328 414 687 927,0 100 300 400 700 900,45.541
5 7 15 37,2,0 120 483 702 1066 1185,0 100 500 700 1100 1200,45.541
7 13 49 53,1,0 96 103 199 232 1168,0 100 100 200 200 1200,45.541
7 15 31 53,5,0 810 929 986 1024 1081,0 800 900 1000 1000 1100,45.541
13 37 49 53,1,0 103 578 681 714 1168,0 100 600 700 700 1200,45.541
1 21 25 51,4,0 34 471 505 807 898,0 0 500 500 800 900,45.552
1 21 51 53,5,0 405 471 798 807 1134,0 400 500 800 800 1100,45.552
5 19 21 35,0,0 88 173 231 315 404,0 100 200 200 300 400,45.552
13 31 43 49,3,0 226 329 793 895 1122,0 200 300 800 900 1100,45.552
25 29 37 39,3,0 422 513 679 770 1191,0 400 500 700 800 1200,45.552
9 17 21 45,4,0 267 715 981 1080 1101,0 300 700 1000 1100 1100,45.563
25 33 49 53,4,0 101 685 785 820 1165,0 100 700 800 800 1200,45.563
11 29 31 43,4,0 88 567 606 682 722,0 100 600 600 700 700,45.574
31 37 41 43,1,0 83 307 389 567 1023,0 100 300 400 600 1000,45.574
1 3 15 23,1,0 73 112 185 572 814,0 100 100 200 600 800,45.585
5 17 19 23,0,0 88 281 330 523 612,0 100 300 300 500 600,45.585
11 15 33 53,1,0 165 322 487 702 986,0 200 300 500 700 1000,45.585
15 33 37 53,3,0 198 214 413 578 1035,0 200 200 400 600 1000,45.585
3 7 9 53,5,0 403 498 669 933 1104,0 400 500 700 900 1100,45.596
5 15 33 53,5,0 119 333 498 820 985,0 100 300 500 800 1000,45.596
7 21 31 45,3,0 379 526 905 1024 1081,0 400 500 900 1000 1100,45.596
13 39 43 51,1,0 296 702 997 1031 1167,0 300 700 1000 1000 1200,45.596
15 21 31 53,5,0 311 525 582 928 985,0 300 500 600 900 1000,45.596
21 39 49 53,4,0 267 396 403 531 798,0 300 400 400 500 800,45.596
23 33 37 53,0,0 2 379 577 624 823,0 0 400 600 600 800,45.596
33 35 41 53,1,0 274 376 719 821 1095,0 300 400 700 800 1100,45.596
5 31 35 53,2,0 210 487 697 929 969,0 200 500 700 900 1000,45.607
9 13 43 49,5,0 205 307 534 871 1097,0 200 300 500 900 1100,45.607
1 3 5 23,4,0 74 316 572 814 887,0 100 300 600 800 900,45.618
17 19 41 45,5,0 584 715 876 908 1069,0 600 700 900 900 1100,45.629
3 23 29 41,3,0 526 599 799 927 1126,0 500 600 800 900 1100,45.64
5 33 45 53,3,0 283 333 617 820 996,0 300 300 600 800 1000,45.64
9 13 17 29,5,0 99 374 735 1010 1109,0 100 400 700 1000 1100,45.64
11 29 31 53,3,0 115 271 722 878 993,0 100 300 700 900 1000,45.64
15 19 27 41,3,0 410 477 887 1018 1069,0 400 500 900 1000 1100,45.64
7 31 45 47,3,0 75 379 721 1024 1099,0 100 400 700 1000 1100,45.651
9 19 25 47,2,0 93 107 201 569 832,0 100 100 200 600 800,45.651
1 9 29 49,0,0 170 533 704 908 996,0 200 500 700 900 1000,45.662
3 7 15 27,2,0 84 204 267 1018 1080,0 100 200 300 1000 1100,45.662
5 7 25 27,4,0 484 618 680 1004 1067,0 500 600 700 1000 1100,45.662
19 23 27 49,5,0 169 331 499 609 1091,0 200 300 500 600 1100,45.662
19 41 49 51,3,0 69 131 201 509 891,0 100 100 200 500 900,45.662
1 3 47 53,0,0 171 207 498 534 706,0 200 200 500 500 700,45.673
5 19 47 51,0,0 411 690 779 832 920,0 400 700 800 800 900,45.673
7 17 19 21,5,0 193 366 529 702 894,0 200 400 500 700 900,45.673
19 29 45 51,2,0 217 468 685 908 978,0 200 500 700 900 1000,45.673
1 15 27 29,3,0 112 170 1018 1076 1188,0 100 200 1000 1100 1200,45.695
11 23 33 53,2,0 77 322 575 821 897,0 100 300 600 800 900,45.695
1 7 17 25,5,0 232 668 899 1004 1095,0 200 700 900 1000 1100,45.717
29 31 37 43,5,0 307 422 567 682 988,0 300 400 600 700 1000,45.717
1 7 15 43,5,0 393 512 624 969 1081,0 400 500 600 1000 1100,45.727
3 23 31 41,4,0 73 273 516 716 789,0 100 300 500 700 800,45.727
5 21 27 51,0,0 14 98 435 779 1115,0 0 100 400 800 1100,45.727
11 15 25 33,1,0 165 221 386 702 885,0 200 200 400 700 900,45.727
13 23 39 51,4,0 33 286 319 498 1021,0 0 300 300 500 1000,45.727
15 25 33 37,3,0 198 315 514 679 1035,0 200 300 500 700 1000,45.727
5 11 45 47,4,0 90 166 204 1086 1125,0 100 200 200 1100 1100,45.749
13 35 41 43,3,0 273 329 603 685 1117,0 300 300 600 700 1100,45.749
1 23 39 43,5,0 403 572 688 914 1031,0 400 600 700 900 1000,45.76
7 19 21 47,1,0 194 528 723 896 1027,0 200 500 700 900 1000,45.76
9 19 25 51,0,0 121 596 631 690 724,0 100 600 600 700 700,45.76
17 21 45 47,3,0 291 366 486 1006 1125,0 300 400 500 1000 1100,45.76
15 21 25 31,5,0 211 526 583 828 885,0 200 500 600 800 900,45.771
15 33 45 47,3,0 76 498 613 1035 1111,0 100 500 600 1000 1100,45.771
1 3 41 45,4,0 111 273 609 771 882,0 100 300 600 800 900,45.782
1 21 25 53,3,0 302 403 773 873 1175,0 300 400 800 900 1200,45.782
5 7 17 21,5,0 282 366 618 702 983,0 300 400 600 700 1000,45.793
31 35 41 53,0,0 2 273 484 718 928,0 0 300 500 700 900,45.793
3 19 21 47,1,0 195 232 368 405 600,0 200 200 400 400 600,45.804
5 19 27 47,3,0 279 368 520 608 887,0 300 400 500 600 900,45.804
9 13 23 27,4,0 65 425 490 702 988,0 100 400 500 700 1000,45.804
15 17 21 47,0,0 194 216 411 777 834,0 200 200 400 800 800,45.804
17 21 27 45,3,0 316 366 682 801 1081,0 300 400 700 800 1100,45.804
23 31 33 43,2,0 108 567 625 1084 1192,0 100 600 600 1100 1200,45.804
25 43 45 51,3,0 183 905 1088 1122 1166,0 200 900 1100 1100 1200,45.804
31 33 41 53,5,0 105 376 484 820 929,0 100 400 500 800 900,45.804
3 13 29 41,2,0 189 328 789 928 1117,0 200 300 800 900 1100,45.815
7 23 31 49,4,0 231 684 915 1024 1091,0 200 700 900 1000 1100,45.815
9 15 19 23,3,0 316 409 776 869 1185,0 300 400 800 900 1200,45.815
9 21 43 45,2,0 188 267 308 1081 1121,0 200 300 300 1100 1100,45.815
15 21 25 51,4,0 34 583 617 898 919,0 0 600 600 900 900,45.815
17 19 47 53,5,0 368 431 799 992 1007,0 400 400 800 1000 1000,45.815
17 21 45 51,3,0 217 366 583 702 1081,0 200 400 600 700 1100,45.815
23 35 41 43,4,0 82 727 809 926 1083,0 100 700 800 900 1100,45.815
3 7 15 51,3,0 105 267 919 1080 1185,0 100 300 900 1100 1200,45.826
17 19 43 53,0,0 217 431 624 793 985,0 200 400 600 800 1000,45.826
21 31 45 47,5,0 120 480 599 674 1125,0 100 500 600 700 1100,45.848
15 25 43 51,0,0 34 295 315 576 611,0 0 300 300 600 600,45.858
19 23 49 51,4,0 69 331 400 509 1090,0 100 300 400 500 1100,45.858
1 9 19 29,1,0 77 171 374 903 1107,0 100 200 400 900 1100,45.869
15 19 29 43,5,0 410 468 624 682 1091,0 400 500 600 700 1100,45.88
1 5 9 41,5,0 589 771 814 975 1018,0 600 800 800 1000 1000,45.902
5 25 43 51,0,0 34 295 813 1074 1109,0 0 300 800 1100 1100,45.902
13 33 43 49,3,0 226 329 685 787 1014,0 200 300 700 800 1000,45.902
1 9 43 53,1,0 308 512 670 874 1182,0 300 500 700 900 1200,45.913
25 31 49 53,4,0 101 793 893 928 1165,0 100 800 900 900 1200,45.913
1 7 27 53,3,0 32 95 906 968 1001,0 0 100 900 1000 1000,45.935
33 35 45 53,5,0 380 435 815 916 1098,0 400 400 800 900 1100,45.935
1 7 43 45,3,0 379 512 891 969 1122,0 400 500 900 1000 1100,45.946
5 21 31 53,2,0 84 487 526 929 1013,0 100 500 500 900 1000,45.946
7 15 39 47,1,0 204 323 626 777 1081,0 200 300 600 800 1100,45.946
23 35 37 53,0,0 104 481 577 726 823,0 100 500 600 700 800,45.946
5 9 19 23,0,0 88 182 330 424 513,0 100 200 300 400 500,45.967
7 31 41 49,3,0 231 484 716 892 1024,0 200 500 700 900 1000,45.967
3 29 31 41,3,0 327 484 812 927 1084,0 300 500 800 900 1100,45.978
5 7 37 45,1,0 204 483 687 822 1066,0 200 500 700 800 1100,45.978
9 15 19 47,4,0 93 423 516 832 884,0 100 400 500 800 900,45.978
11 31 41 53,3,0 322 484 807 929 1078,0 300 500 800 900 1100,45.978
23 27 31 49,5,0 516 684 793 923 1032,0 500 700 800 900 1000,45.978
23 31 33 53,5,0 304 575 683 820 928,0 300 600 700 800 900,45.978
31 37 41 53,1,0 178 484 622 929 1107,0 200 500 600 900 1100,45.978
9 19 25 43,0,0 417 631 724 892 985,0 400 600 700 900 1000,45.989
27 29 39 51,3,0 99 513 612 735 1076,0 100 500 600 700 1100,45.989
29 35 39 43,3,0 187 518 706 875 1031,0 200 500 700 900 1000,45.989
45 47 51 53,3,0 67 208 984 1125 1191,0 100 200 1000 1100 1200,45.989
7 13 29 39,5,0 129 189 627 687 816,0 100 200 600 700 800,46.0
9 13 17 23,5,0 425 465 889 988 1101,0 400 500 900 1000 1100,46.0
21 29 33 49,1,0 224 267 491 783 909,0 200 300 500 800 900,46.0
29 33 41 47,5,0 365 588 601 825 1189,0 400 600 600 800 1200,46.0
11 23 37 53,2,0 77 323 377 623 699,0 100 300 400 600 700,46.011
5 9 21 43,5,0 808 892 933 1074 1115,0 800 900 900 1100 1100,46.022
9 15 21 43,5,0 310 576 617 892 933,0 300 600 600 900 900,46.022
11 25 29 39,3,0 291 513 722 770 978,0 300 500 700 800 1000,46.022
25 33 39 41,1,0 86 375 430 719 806,0 100 400 400 700 800,46.022
27 39 41 51,0,0 12 98 476 735 1113,0 0 100 500 700 1100,46.022
1 9 23 49,4,0 109 534 571 996 1105,0 100 500 600 1000 1100,46.033
1 39 41 43,5,0 602 688 771 1031 1113,0 600 700 800 1000 1100,46.033
5 7 19 35,1,0 298 387 529 969 1112,0 300 400 500 1000 1100,46.033
9 17 21 25,5,0 267 532 799 898 1101,0 300 500 800 900 1100,46.033
11 17 23 41,4,0 122 677 799 876 1123,0 100 700 800 900 1100,46.033
15 19 41 51,5,0 132 281 413 791 822,0 100 300 400 800 800,46.033
23 29 33 47,5,0 211 575 612 798 835,0 200 600 600 800 800,46.033
5 7 35 39,4,0 395 583 626 969 1013,0 400 600 600 1000 1000,46.043
21 29 35 49,1,0 267 326 593 885 909,0 300 300 600 900 900,46.043
29 37 41 47,0,0 177 414 599 835 1013,0 200 400 600 800 1000,46.043
15 43 45 47,2,0 76 624 699 778 1122,0 100 600 700 800 1100,46.054
1 7 21 53,5,0 376 471 702 874 1105,0 400 500 700 900 1100,46.065
7 15 33 45,3,0 165 284 702 821 986,0 200 300 700 800 1000,46.065
13 21 25 47,5,0 108 175 302 370 477,0 100 200 300 400 500,46.065
13 21 25 49,2,0 199 267 302 1098 1132,0 200 300 300 1100 1100,46.065
13 27 49 51,0,0 33 98 102 168 201,0 0 100 100 200 200,46.065
23 29 33 51,4,0 223 576 798 977 1022,0 200 600 800 1000 1000,46.065
5 35 39 47,3,0 187 231 877 920 1108,0 200 200 900 900 1100,46.076
9 13 17 41,5,0 226 465 690 789 1101,0 200 500 700 800 1100,46.076
13 27 29 49,2,0 21 123 189 1032 1097,0 0 100 200 1000 1100,46.087
17 31 41 43,5,0 310 634 716 794 876,0 300 600 700 800 900,46.087
29 33 41 51,4,0 222 376 598 822 976,0 200 400 600 800 1000,46.087
3 7 27 45,5,0 618 821 884 933 996,0 600 800 900 900 1000,46.109
3 13 27 41,2,0 66 204 789 928 993,0 100 200 800 900 1000,46.109
5 7 21 39,3,0 84 128 583 626 711,0 100 100 600 600 700,46.109
9 21 27 53,4,0 32 267 299 702 797,0 0 300 300 700 800,46.119
13 21 31 49,5,0 423 525 792 830 1097,0 400 500 800 800 1100,46.119
15 47 51 53,5,0 711 777 918 992 1133,0 700 800 900 1000 1100,46.119
23 31 35 53,1,0 272 482 517 727 999,0 300 500 500 700 1000,46.119
23 33 35 53,1,0 380 482 625 727 1107,0 400 500 600 700 1100,46.119
1 3 51 53,3,0 105 171 807 873 978,0 100 200 800 900 1000,46.13
1 9 29 45,2,0 170 374 610 814 984,0 200 400 600 800 1000,46.13
1 19 21 27,1,0 121 294 591 729 1027,0 100 300 600 700 1000,46.13
5 15 43 47,5,0 298 423 577 921 1075,0 300 400 600 900 1100,46.13
7 19 51 53,2,0 66 529 595 691 1105,0 100 500 600 700 1100,46.13
9 19 23 45,1,0 293 331 387 425 718,0 300 300 400 400 700,46.13
11 23 35 53,2,0 77 322 473 719 795,0 100 300 500 700 800,46.13
11 41 49 51,5,0 70 122 192 378 1014,0 100 100 200 400 1000,46.13
25 35 49 53,4,0 101 583 683 718 1165,0 100 600 700 700 1200,46.13
31 43 49 51,5,0 498 567 793 905 1131,0 500 600 800 900 1100,46.13
19 27 29 45,0,0 123 292 416 732 884,0 100 300 400 700 900,46.141
27 29 31 49,1,0 116 168 284 408 1077,0 100 200 300 400 1100,46.141
3 7 9 25,5,0 302 498 568 933 1003,0 300 500 600 900 1000,46.152
3 7 9 45,5,0 120 386 498 821 933,0 100 400 500 800 900,46.152
7 19 25 51,3,0 494 529 691 1004 1166,0 500 500 700 1000 1200,46.152
11 25 39 41,3,0 86 221 308 430 1077,0 100 200 300 400 1100,46.152
19 27 41 49,4,0 132 169 300 609 892,0 100 200 300 600 900,46.152
25 37 39 41,1,0 86 177 430 521 608,0 100 200 400 500 600,46.152
17 23 31 43,5,0 111 517 634 677 794,0 100 500 600 700 800,46.163
17 23 31 49,1,0 408 517 568 677 1085,0 400 500 600 700 1100,46.163
19 27 29 49,5,0 169 292 609 732 901,0 200 300 600 700 900,46.163
19 29 49 51,4,0 69 292 509 732 801,0 100 300 500 700 800,46.163
23 35 39 43,1,0 116 187 304 473 1031,0 100 200 300 500 1000,46.163
15 17 19 41,1,0 85 217 409 876 1069,0 100 200 400 900 1100,46.174
3 7 45 51,5,0 717 821 933 983 1095,0 700 800 900 1000 1100,46.184
5 43 45 47,5,0 79 921 999 1075 1125,0 100 900 1000 1100 1100,46.184
9 39 43 49,1,0 169 307 395 533 703,0 200 300 400 500 700,46.184
13 23 31 51,1,0 179 305 483 517 1167,0 200 300 500 500 1200,46.184
1 3 25 47,0,0 70 107 498 534 605,0 100 100 500 500 600,46.195
5 15 21 37,0,0 134 219 498 582 717,0 100 200 500 600 700,46.195
7 19 21 35,1,0 213 386 528 884 1027,0 200 400 500 900 1000,46.195
9 19 27 53,1,0 77 576 608 669 702,0 100 600 600 700 700,46.195
5 7 11 15,3,0 417 498 916 1035 1081,0 400 500 900 1000 1100,46.206
7 9 45 47,4,0 304 387 690 765 1125,0 300 400 700 800 1100,46.206
9 19 41 45,5,0 683 814 908 975 1069,0 700 800 900 1000 1100,46.206
9 29 39 51,3,0 374 512 597 735 1109,0 400 500 600 700 1100,46.206
15 21 27 51,0,0 98 281 435 617 716,0 100 300 400 600 700,46.206
15 21 33 37,3,0 198 617 816 981 1035,0 200 600 800 1000 1000,46.206
15 21 33 45,3,0 417 498 916 1035 1081,0 400 500 900 1000 1100,46.206
23 33 41 51,5,0 179 378 625 824 1003,0 200 400 600 800 1000,46.206
9 25 51 53,5,0 503 569 603 1099 1134,0 500 600 600 1100 1100,46.217
11 21 29 49,2,0 81 267 722 909 989,0 100 300 700 900 1000,46.217
21 29 37 49,2,0 267 422 689 909 981,0 300 400 700 900 1000,46.217
29 35 41 47,4,0 91 365 601 690 927,0 100 400 600 700 900,46.217
1 7 9 21,5,0 232 267 498 702 996,0 200 300 500 700 1000,46.228
1 3 25 43,4,0 71 512 582 773 1010,0 100 500 600 800 1000,46.239
1 3 29 45,1,0 112 171 282 610 873,0 100 200 300 600 900,46.239
5 47 51 53,1,0 67 208 780 921 988,0 100 200 800 900 1000,46.239
15 19 29 51,4,0 187 410 468 919 978,0 200 400 500 900 1000,46.239
1 3 5 47,1,0 280 316 666 702 982,0 300 300 700 700 1000,46.26
3 5 9 29,4,0 182 328 510 826 884,0 200 300 500 800 900,46.26
1 15 19 47,3,0 298 423 721 832 1088,0 300 400 700 800 1100,46.282
3 13 23 27,3,0 65 204 988 1126 1191,0 100 200 1000 1100 1200,46.282
11 39 43 49,5,0 170 209 974 1014 1183,0 200 200 1000 1000 1200,46.282
37 39 43 49,5,0 170 714 883 974 1109,0 200 700 900 1000 1100,46.282
1 17 19 21,1,0 105 173 278 471 1008,0 100 200 300 500 1000,46.293
11 15 21 33,2,0 80 498 617 1035 1115,0 100 500 600 1000 1100,46.293
11 31 41 43,5,0 512 594 634 1078 1118,0 500 600 600 1100 1100,46.303
15 17 21 43,4,0 211 577 617 793 834,0 200 600 600 800 800,46.303
17 39 41 51,0,0 411 498 735 875 1113,0 400 500 700 900 1100,46.303
11 23 29 47,1,0 288 365 402 1086 1124,0 300 400 400 1100 1100,46.314
17 23 39 51,0,0 212 498 676 735 914,0 200 500 700 700 900,46.314
23 29 37 47,0,0 12 376 414 798 835,0 0 400 400 800 800,46.314
5 19 35 53,1,0 89 232 576 719 808,0 100 200 600 700 800,46.325
7 19 25 33,2,0 284 480 528 725 1009,0 300 500 500 700 1000,46.325
11 15 35 47,2,0 114 267 381 778 804,0 100 300 400 800 800,46.325
15 17 19 47,3,0 193 423 616 832 983,0 200 400 600 800 1000,46.336
1 13 23 51,0,0 33 212 393 571 605,0 0 200 400 600 600,46.347
3 13 27 29,5,0 808 873 997 1011 1135,0 800 900 1000 1000 1100,46.347
5 21 35 39,2,0 103 187 231 1072 1115,0 100 200 200 1100 1100,46.347
15 19 25 35,3,0 267 409 583 725 992,0 300 400 600 700 1000,46.347
5 21 31 33,3,0 333 674 1008 1092 1116,0 300 700 1000 1100 1100,46.357
7 25 31 45,3,0 176 373 822 1018 1194,0 200 400 800 1000 1200,46.357
1 29 39 43,1,0 1 170 512 688 1031,0 0 200 500 700 1000,46.368
11 35 45 53,5,0 284 322 765 804 1087,0 300 300 800 800 1100,46.368
3 7 17 53,5,0 502 597 768 933 1105,0 500 600 800 900 1100,46.379
11 13 49 53,4,0 103 878 980 1013 1167,0 100 900 1000 1000 1200,46.379
15 19 35 53,3,0 267 409 482 624 891,0 300 400 500 600 900,46.379
21 33 41 49,4,0 267 309 782 824 1091,0 300 300 800 800 1100,46.379
21 35 41 49,4,0 267 309 884 926 1193,0 300 300 900 900 1200,46.379
13 21 23 31,5,0 213 370 517 675 887,0 200 400 500 700 900,46.39
29 35 39 53,3,0 325 481 513 669 994,0 300 500 500 700 1000,46.39
5 7 31 33,1,0 108 582 690 867 1024,0 100 600 700 900 1000,46.4
29 31 33 43,3,0 108 224 567 682 790,0 100 200 600 700 800,46.4
1 21 25 47,0,0 194 427 622 729 1092,0 200 400 600 700 1100,46.411
7 19 33 53,1,0 291 576 671 820 916,0 300 600 700 800 900,46.411
3 21 25 51,2,0 34 105 898 969 1003,0 0 100 900 1000 1000,46.422
3 21 51 53,3,0 105 798 903 969 1134,0 100 800 900 1000 1100,46.422
5 19 27 41,5,0 389 477 520 1069 1112,0 400 500 500 1100 1100,46.422
5 39 47 53,3,0 280 323 488 531 811,0 300 300 500 500 800,46.422
13 27 39 43,1,0 66 395 702 1031 1097,0 100 400 700 1000 1100,46.422
25 35 39 41,1,0 87 274 431 618 705,0 100 300 400 600 700,46.422
31 45 47 53,3,0 75 283 721 928 1004,0 100 300 700 900 1000,46.422
19 43 49 51,4,0 70 215 284 510 974,0 100 200 300 500 1000,46.444
23 25 33 39,1,0 286 430 575 720 1006,0 300 400 600 700 1000,46.444
1 3 9 53,5,0 327 498 825 996 1028,0 300 500 800 1000 1000,46.454
7 15 25 51,3,0 34 196 919 1080 1115,0 0 200 900 1100 1100,46.454
11 23 31 53,1,0 195 272 517 878 1124,0 200 300 500 900 1100,46.454
23 31 37 53,0,0 105 376 622 683 928,0 100 400 600 700 900,46.454
15 19 21 35,3,0 173 315 791 933 1106,0 200 300 800 900 1100,46.476
11 19 21 25,0,0 80 724 805 978 1026,0 100 700 800 1000 1000,46.487
17 19 25 47,5,0 368 532 900 1007 1092,0 400 500 900 1000 1100,46.487
19 21 25 37,0,0 505 678 724 980 1026,0 500 700 700 1000 1000,46.487
11 23 49 51,2,0 70 179 1014 1124 1193,0 100 200 1000 1100 1200,46.497
13 39 43 49,3,0 226 329 396 498 725,0 200 300 400 500 700,46.497
5 7 9 17,4,0 99 282 435 618 717,0 100 300 400 600 700,46.508
5 37 45 47,5,0 204 785 989 1065 1124,0 200 800 1000 1100 1100,46.508
15 25 31 53,5,0 613 827 884 928 985,0 600 800 900 900 1000,46.508
1 9 19 21,1,0 173 204 377 471 1107,0 200 200 400 500 1100,46.519
29 33 39 53,3,0 223 379 513 669 892,0 200 400 500 700 900,46.519
35 39 41 43,3,0 83 169 927 1013 1096,0 100 200 900 1000 1100,46.519
7 21 27 45,5,0 316 378 435 498 814,0 300 400 400 500 800,46.53
23 25 35 39,1,0 286 430 473 618 904,0 300 400 500 600 900,46.53
1 3 15 41,3,0 386 429 816 927 1088,0 400 400 800 900 1100,46.54
5 25 39 47,1,0 279 323 386 430 710,0 300 300 400 400 700,46.54
11 17 23 29,1,0 199 276 677 722 1124,0 200 300 700 700 1100,46.54
15 19 27 47,1,0 185 368 608 777 1018,0 200 400 600 800 1000,46.54
17 23 29 37,2,0 276 422 677 824 1099,0 300 400 700 800 1100,46.54
5 7 9 47,0,0 279 435 714 896 1017,0 300 400 700 900 1000,46.551
5 7 11 45,5,0 214 379 417 996 1035,0 200 400 400 1000 1000,46.551
9 31 41 43,5,0 409 634 716 893 975,0 400 600 700 900 1000,46.551
11 25 35 45,5,0 183 221 765 804 986,0 200 200 800 800 1000,46.551
21 23 33 49,5,0 110 267 625 783 892,0 100 300 600 800 900,46.551
25 45 47 51,4,0 107 984 1091 1125 1166,0 100 1000 1100 1100 1200,46.551
3 7 17 45,5,0 219 485 597 822 933,0 200 500 600 800 900,46.562
1 7 25 27,3,0 133 196 906 968 1102,0 100 200 900 1000 1100,46.573
5 25 31 33,3,0 333 372 706 814 1092,0 300 400 700 800 1100,46.573
11 19 25 53,3,0 222 323 476 576 798,0 200 300 500 600 800,46.573
17 29 37 41,1,0 98 276 422 876 1023,0 100 300 400 900 1000,46.573
19 25 37 53,0,0 102 577 624 678 724,0 100 600 600 700 700,46.573
9 23 31 43,5,0 210 517 634 776 893,0 200 500 600 800 900,46.583
1 3 19 21,5,0 325 498 729 795 1026,0 300 500 700 800 1000,46.594
13 19 23 43,5,0 213 329 869 986 1198,0 200 300 900 1000 1200,46.594
13 27 41 49,5,0 103 168 411 476 579,0 100 200 400 500 600,46.594
1 9 15 29,3,0 112 170 316 374 486,0 100 200 300 400 500,46.605
1 3 25 51,3,0 71 105 773 807 877,0 100 100 800 800 900,46.615
13 39 41 51,1,0 378 702 1080 1114 1167,0 400 700 1100 1100 1200,46.615
15 19 27 29,0,0 123 182 732 790 914,0 100 200 700 800 900,46.615
37 41 49 51,5,0 70 378 714 1023 1092,0 100 400 700 1000 1100,46.615
5 7 13 47,0,0 128 279 407 582 1024,0 100 300 400 600 1000,46.626
25 33 35 45,2,0 102 183 284 720 765,0 100 200 300 700 800,46.626
1 13 29 51,1,0 33 170 204 393 1011,0 0 200 200 400 1000,46.637
1 13 41 51,0,0 33 393 411 770 804,0 0 400 400 800 800,46.637
11 21 41 49,2,0 80 122 267 309 389,0 100 100 300 300 400,46.637
13 35 43 49,3,0 226 329 583 685 912,0 200 300 600 700 900,46.637
21 37 41 49,4,0 178 220 891 933 1111,0 200 200 900 900 1100,46.637
17 21 43 45,2,0 287 366 407 1081 1121,0 300 400 400 1100 1100,46.648
17 31 41 49,5,0 84 408 568 716 876,0 100 400 600 700 900,46.648
17 19 41 49,4,0 132 568 699 892 1008,0 100 600 700 900 1000,46.658
11 17 29 41,3,0 324 478 803 925 1078,0 300 500 800 900 1100,46.669
13 21 29 31,4,0 189 526 715 830 1084,0 200 500 700 800 1100,46.669
13 21 31 41,5,0 370 411 674 716 1085,0 400 400 700 700 1100,46.669
13 29 31 51,2,0 82 116 305 978 1167,0 100 100 300 1000 1200,46.669
13 31 41 51,1,0 305 378 682 716 1167,0 300 400 700 700 1200,46.669
17 19 29 45,2,0 276 468 715 908 1183,0 300 500 700 900 1200,46.669
31 39 43 49,5,0 170 408 577 803 974,0 200 400 600 800 1000,46.669
33 39 43 49,5,0 170 516 685 911 974,0 200 500 700 900 1000,46.669
5 17 21 47,2,0 86 281 366 921 1005,0 100 300 400 900 1000,46.68
9 15 19 41,3,0 131 225 791 884 1016,0 100 200 800 900 1000,46.68
11 21 23 49,4,0 81 110 190 267 1123,0 100 100 200 300 1100,46.68
21 23 37 49,5,0 110 267 823 981 1090,0 100 300 800 1000 1100,46.68
7 13 39 49,5,0 129 395 524 627 1097,0 100 400 500 600 1100,46.69
5 11 37 47,3,0 20 134 300 920 1085,0 0 100 300 900 1100,46.701
7 31 45 53,3,0 176 272 822 917 1093,0 200 300 800 900 1100,46.712
17 39 41 49,0,0 86 324 395 632 719,0 100 300 400 600 700,46.712
33 39 41 53,1,0 293 380 669 824 1114,0 300 400 700 800 1100,46.712
35 39 41 53,1,0 395 482 669 926 1114,0 400 500 700 900 1100,46.712
5 7 9 51,2,0 420 582 603 765 1185,0 400 600 600 800 1200,46.723
9 23 39 51,0,0 311 596 735 775 914,0 300 600 700 800 900,46.723
25 31 45 47,3,0 75 182 721 828 903,0 100 200 700 800 900,46.723
5 7 25 51,3,0 583 618 780 1004 1166,0 600 600 800 1000 1200,46.744
9 29 31 43,1,0 192 308 566 826 1085,0 200 300 600 800 1100,46.744
3 7 9 21,5,0 0 267 498 702 933,0 0 300 500 700 900,46.755
5 15 33 35,5,0 102 267 333 498 600,0 100 300 300 500 600,46.755
5 17 19 41,5,0 788 876 919 1069 1112,0 800 900 900 1100 1100,46.755
9 21 25 27,4,0 133 267 400 702 898,0 100 300 400 700 900,46.755
9 39 41 51,0,0 510 596 735 974 1113,0 500 600 700 1000 1100,46.755
